numpy_filename,class_label,original_x,original_y,original_z,resampled_x,resampled_y,resampled_z
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_158.2791537_193.93132683_156.337826811.npy,1,2.037826811,33.93132683,-170.9708463,156.337826811,193.93132683,158.2791537
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_190.3473665_192.52034238_110.36112533000002.npy,0,-43.93887467,32.52034238,-138.9026335,110.36112533000002,192.52034238,190.3473665
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_150.3226315_180.57401304_270.40007890000004.npy,0,116.1000789,20.57401304,-178.9273685,270.40007890000004,180.57401304,150.3226315
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_128.22_218.47000000000003_123.25000000000001.npy,0,-31.05,58.47,-201.03,123.25000000000001,218.47000000000003,128.22
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_173.09_169.06_257.24.npy,0,102.94,9.06,-156.16,257.24,169.06,173.09
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_188.6_176.2_61.000000000000014.npy,0,-93.3,16.2,-140.65,61.000000000000014,176.2,188.6
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_242.54893595_233.39973382_213.63342176999998.npy,0,59.33342177,73.39973382,-86.70106405,213.63342176999998,233.39973382,242.54893595
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_125.529787_145.23448565_271.47724800000003.npy,0,117.177248,-14.76551435,-203.720213,271.47724800000003,145.23448565,125.529787
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_248.28152154000003_195.82119545_256.8809781.npy,0,102.5809781,35.82119545,-80.96847846,256.8809781,195.82119545,248.28152154000003
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_206.79831660000002_173.97491701_212.08802419.npy,0,57.78802419,13.97491701,-122.4516834,212.08802419,173.97491701,206.79831660000002
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_131.04_126.75_235.97000000000003.npy,0,81.67,-33.25,-198.21,235.97000000000003,126.75,131.04
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_173.595_205.45999999999998_78.21500000000002.npy,0,-76.085,45.46,-155.655,78.21500000000002,205.45999999999998,173.595
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_123.245_147.43_284.995.npy,0,130.695,-12.57,-206.005,284.995,147.43,123.245
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_212.7201126_182.06880769000003_124.24530924000001.npy,0,-30.05469076,22.06880769,-116.5298874,124.24530924000001,182.06880769000003,212.7201126
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_254.14090887999998_216.67784068999998_195.96022706000002.npy,0,41.66022706,56.67784069,-75.10909112,195.96022706000002,216.67784068999998,254.14090887999998
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_255.19214731_192.00297161999998_139.92992840000002.npy,0,-14.3700716,32.00297162,-74.05785269,139.92992840000002,192.00297161999998,255.19214731
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_195.5733869_239.85443527_231.77620946000002.npy,0,77.47620946,79.85443527,-133.6766131,231.77620946000002,239.85443527,195.5733869
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_155.69_201.66_65.13000000000001.npy,0,-89.17,41.66,-173.56,65.13000000000001,201.66,155.69
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_172.0094418_196.49683455000002_143.11657706.npy,0,-11.18342294,36.49683455,-157.2405582,143.11657706,196.49683455000002,172.0094418
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_206.40999999999997_133.75_238.07.npy,0,83.77,-26.25,-122.84,238.07,133.75,206.40999999999997
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_196.9693067_153.309529487_72.67091563000001.npy,0,-81.62908437,-6.690470513,-132.2806933,72.67091563000001,153.309529487,196.9693067
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_214.4120384_172.82471066_105.00872256000001.npy,0,-49.29127744,12.82471066,-114.8379616,105.00872256000001,172.82471066,214.4120384
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_210.0745947_134.79287098_134.90941368.npy,0,-19.39058632,-25.20712902,-119.1754053,134.90941368,134.79287098,210.0745947
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_140.94_134.11_256.06.npy,0,101.76,-25.89,-188.31,256.06,134.11,140.94
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_294.74615363_209.45096132_113.5278844.npy,0,-40.7721156,49.45096132,-34.50384637,113.5278844,209.45096132,294.74615363
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_153.3229999_184.60529989000003_221.07364991000003.npy,0,66.77364991,24.60529989,-175.9270001,221.07364991000003,184.60529989000003,153.3229999
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_155.5507733_151.596887975_90.87607224000001.npy,0,-63.42392776,-8.403112025,-173.6992267,90.87607224000001,151.596887975,155.5507733
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_192.32_154.76_125.35.npy,0,-28.95,-5.24,-136.93,125.35,154.76,192.32
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_264.18_165.25_227.57.npy,0,73.27,5.25,-65.07,227.57,165.25,264.18
1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774_122.20953159999999_238.30581084_221.86751652.npy,0,67.56751652,78.30581084,-207.0404684,221.86751652,238.30581084,122.20953159999999
