numpy_filename,class_label,original_x,original_y,original_z,resampled_x,resampled_y,resampled_z
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626_140.0999978_168.77885562_237.28599813.npy,0,47.98599513,-13.72114438,-243.2100002,237.28599813,168.77885562,140.0999978
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626_134.9134306_274.25380874_140.54385653.npy,0,-48.75614647,91.75380874,-248.3965674,140.54385653,274.25380874,134.9134306
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626_155.28172_189.855849327_215.17381471.npy,0,25.87381171,7.355849327,-228.028278,215.17381471,189.855849327,155.28172
1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629_138.1453026_161.68064554_66.22465268.npy,1,97.37535332,29.41936046,-160.8546974,66.22465268,161.68064554,138.1453026
1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629_88.1289237_141.61432269_64.15759913000001.npy,0,99.44240687,49.48568331,-210.8710763,64.15759913000001,141.61432269,88.1289237
1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976_115.259836_262.24504087_305.8724999.npy,0,132.8724999,70.24504087,-252.240164,305.8724999,262.24504087,115.259836
1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951_277.77961500000004_227.520502155_100.90766465499999.npy,1,-47.80913222,-64.19629472,-63.520385,100.90766465499999,227.520502155,277.77961500000004
1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951_258.76_196.476796875_141.816796875.npy,0,-6.9,-95.24,-82.54,141.816796875,196.476796875,258.76
1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951_105.48000000000002_97.776796875_86.606796875.npy,0,-62.11,-193.94,-235.82,86.606796875,97.776796875,105.48000000000002
1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951_153.84_236.076796875_192.63679687500002.npy,0,43.92,-55.64,-187.46,192.63679687500002,236.076796875,153.84
1.3.6.1.4.1.14519.5.2.1.6279.6001.569096986145782511000054443951_198.05972500000001_224.310893155_217.27847215499997.npy,1,68.56167528,-67.40590372,-143.240275,217.27847215499997,224.310893155,198.05972500000001
1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823_261.18_206.31_296.37.npy,1,96.37,6.31,-109.82,296.37,206.31,261.18
1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823_258.12_194.59_295.71.npy,1,95.71,-5.41,-112.88,295.71,194.59,258.12
1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823_253.3619396_210.10241226000002_297.506867.npy,1,97.506867,10.10241226,-117.6380604,297.506867,210.10241226000002,253.3619396
1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823_257.9950209_201.775612227_296.97240574.npy,1,96.97240574,1.775612227,-113.0049791,296.97240574,201.775612227,257.9950209
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169_103.18368430000001_134.98497092_211.25539447.npy,0,62.75539447,24.38497292,-180.0663157,211.25539447,134.98497092,103.18368430000001
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169_188.30557382_169.77750036999998_78.63154571999999.npy,1,-69.86845428,59.17750237,-94.94442618,78.63154571999999,169.77750036999998,188.30557382
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169_166.28553619999997_112.41252543399999_218.82574082.npy,1,70.32574082,1.812527434,-116.9644638,218.82574082,112.41252543399999,166.28553619999997
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646_87.83000499999997_203.05999999999997_213.57.npy,0,49.57,52.06,-229.8,213.57,203.05999999999997,87.83000499999997
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646_163.01000499999998_93.84_175.75.npy,0,11.75,-57.16,-154.62,175.75,93.84,163.01000499999998
1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701_97.25_266.250003_277.000006.npy,1,81.4,83.45,-193.25,277.000006,266.250003,97.25
1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701_97.9053069_269.96925581_271.09977814.npy,1,75.49977214,87.16925281,-192.5946931,271.09977814,269.96925581,97.9053069
1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701_98.3912171_265.11939231_265.51307674.npy,1,69.91307074,82.31938931,-192.1087829,265.51307674,265.11939231,98.3912171
1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701_94.7869254_276.37770912_268.87760480000003.npy,1,73.2775988,93.57770612,-195.7130746,268.87760480000003,276.37770912,94.7869254
1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701_104.13048090000001_271.82622621_273.65387546.npy,1,78.05386946,89.02622321,-186.3695191,273.65387546,271.82622621,104.13048090000001
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_168.3548945_159.23150761_276.58600474.npy,1,99.78600174,20.73150761,-146.8951055,276.58600474,159.23150761,168.3548945
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_132.4027753_276.5743169_150.14215371.npy,1,-26.65784929,138.0743169,-182.8472247,150.14215371,276.5743169,132.4027753
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_149.855_182.4622805_302.700613.npy,1,125.90061,43.9622805,-165.395,302.700613,182.4622805,149.855
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_135.3751158_136.010774052_277.1717653.npy,1,100.3717623,-2.489225948,-179.8748842,277.1717653,136.010774052,135.3751158
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_183.235_189.224078_296.724675.npy,1,119.924672,50.724078,-132.015,296.724675,189.224078,183.235
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_160.41_229.54999999999998_117.55000300000002.npy,0,-59.25,91.05,-154.84,117.55000300000002,229.54999999999998,160.41
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_160.3675_142.30536325_120.432473.npy,1,-56.36753,3.80536325,-154.8825,120.432473,142.30536325,160.3675
1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143_145.145_249.11691600000003_273.603562.npy,0,96.803559,110.616916,-170.105,273.603562,249.11691600000003,145.145
1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_50.62501000000003_190.38151070999996_262.3556671.npy,0,122.7556611,65.38151071,-235.885,262.3556671,190.38151070999996,50.62501000000003
1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_119.97271740000002_214.14882839_74.28127614.npy,0,-65.31872986,89.14882839,-166.5372926,74.28127614,214.14882839,119.97271740000002
1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_88.25001000000003_134.91_251.82000600000003.npy,1,112.22,9.91,-198.26,251.82000600000003,134.91,88.25001000000003
1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_124.34590050000003_163.32021953_58.48368493.npy,1,-81.11632107,38.32021953,-162.1641095,58.48368493,163.32021953,124.34590050000003
1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_143.50056080000002_133.264723557_215.8585161.npy,1,76.2585101,8.264723557,-143.0094492,215.8585161,133.264723557,143.50056080000002
1.3.6.1.4.1.14519.5.2.1.6279.6001.330425234131526435132846006585_195.2_204.06_299.410006.npy,0,88.31,-22.44,-189.8,299.410006,204.06,195.2
1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_80.83409990000001_180.655992903_90.8035029.npy,0,-117.4965001,1.855989903,-170.1659001,90.8035029,180.655992903,80.83409990000001
1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_87.87_131.010003_146.420003.npy,0,-61.88,-47.79,-163.13,146.420003,131.010003,87.87
1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_185.43_200.960003_165.890003.npy,0,-42.41,22.16,-65.57,165.890003,200.960003,185.43
1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_99.18784500000001_223.75644708_120.52379642000002.npy,1,-87.77620658,44.95644408,-151.812155,120.52379642000002,223.75644708,99.18784500000001
1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_159.29807671999998_255.90694896000002_276.15244127.npy,0,67.85243827,77.10694596,-91.70192328,276.15244127,255.90694896000002,159.29807671999998
1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_54.3716201_264.20675465_231.23412935.npy,1,22.93412635,85.40675165,-196.6283799,231.23412935,264.20675465,54.3716201
1.3.6.1.4.1.14519.5.2.1.6279.6001.931383239747372227838946053237_140.45_212.92000300000004_147.540003.npy,0,-60.76,34.12,-110.55,147.540003,212.92000300000004,140.45
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_271.5524959_203.76066929_254.8579016.npy,1,25.1579046,-16.23933071,-116.1975041,254.8579016,203.76066929,271.5524959
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_207.93962_313.2849077_250.19364405999997.npy,1,20.49364706,93.2849077,-179.81038,250.19364405999997,313.2849077,207.93962
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_144.736117_184.2396122_85.20149219999999.npy,0,-144.4985048,-35.7603878,-243.013883,85.20149219999999,184.2396122,144.736117
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_227.94607_225.42225440900003_282.86666064.npy,1,53.16666364,5.422254409,-159.80393,282.86666064,225.42225440900003,227.94607
1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456_192.8807036_242.74121928_307.53560169.npy,1,77.83560469,22.74121928,-194.8692964,307.53560169,242.74121928,192.8807036
1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778_130.01_160.39_76.34.npy,0,103.66,19.61,-203.99,76.34,160.39,130.01
1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778_136.2190676_104.44077265_128.01534894.npy,0,51.98465106,75.55922735,-197.7809324,128.01534894,104.44077265,136.2190676
1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778_65.36000000000001_126.07_242.32.npy,0,-62.32,53.93,-268.64,242.32,126.07,65.36000000000001
